loss_mean,elevation,longitude,Country,iucn,over_20_pc_canopy_cover,Habitat_class,iucn,,,loss_mean,elevation,longitude,Country,iucn,over_20_pc_canopy_cover,Habitat_class
0.083217753,2722,102.4425873,china_styani,,1,Moderate,,,,0.083217753,2722,102.4425873,china_styani,,1,Moderate
0.002724796,1550,102.7398399,china_styani,,1,Low,,,,0.002724796,1550,102.7398399,china_styani,,1,Low
0,3080,90.71418298,Bhutan,,1,Core,,,,0,3080,90.71418298,Bhutan,,1,Core
0,1575,96.91848732,Burma,IUCN IV,1,Low,,,,0,1575,96.91848732,Burma,IUCN IV,1,Low
,2461,102.461452,china_styani,,0,Moderate,,,,,2461,102.461452,china_styani,,0,Moderate
0.011019284,3593,103.2993106,china_styani,,1,Moderate,,,,0.011019284,3593,103.2993106,china_styani,,1,Moderate
,3749,91.01251349,China_fulgens,,0,Low,,,,,3749,91.01251349,China_fulgens,,0,Low
0,2574,96.113507,India,,1,Low,,,,0,2574,96.113507,India,,1,Low
,2311,102.4881319,china_styani,,0,Moderate,,,,,2311,102.4881319,china_styani,,0,Moderate
0.003250271,2958,81.49234777,Nepal,,1,Moderate,,,,0.003250271,2958,81.49234777,Nepal,,1,Moderate
0.010669253,441,98.2732366,Burma,,1,Core,,,,0.010669253,441,98.2732366,Burma,,1,Core
,2916,96.25310519,India,,0,Low,,,,,2916,96.25310519,India,,0,Low
,3529,100.0931335,China_fulgens,,0,Low,,,,,3529,100.0931335,China_fulgens,,0,Low
,4261,93.6395467,China_fulgens,,0,Low,,,,,4261,93.6395467,China_fulgens,,0,Low
0.001315789,2876,88.78163731,India,,1,Low,,,,0.001315789,2876,88.78163731,India,,1,Low
,2503,98.41606873,China_fulgens,,0,Low,,,,,2503,98.41606873,China_fulgens,,0,Low
,4176,99.5425561,China_fulgens,,0,Moderate,,,,,4176,99.5425561,China_fulgens,,0,Moderate
0,3401,97.01307992,India,,1,Core,,,,0,3401,97.01307992,India,,1,Core
,2338,99.45497036,China_fulgens,,0,Low,,,,,2338,99.45497036,China_fulgens,,0,Low
0,1039,93.5751375,India,,1,Low,,,,0,1039,93.5751375,India,,1,Low
0,3520,90.81147053,Bhutan,IUCN II,1,Moderate,,,,0,3520,90.81147053,Bhutan,IUCN II,1,Moderate
0,2926,102.2676853,china_styani,,1,Moderate,,,,0,2926,102.2676853,china_styani,,1,Moderate
,1343,91.69514327,India,,0,Moderate,,,,,1343,91.69514327,India,,0,Moderate
9.12E-04,3108,102.5482292,china_styani,,1,Core,,,,0.000912409,3108,102.5482292,china_styani,,1,Core
0.014373717,3866,86.56773929,Nepal,,1,Moderate,,,,0.014373717,3866,86.56773929,Nepal,,1,Moderate
0.019743337,1497,88.6525494,India,,1,Moderate,,,,0.019743337,1497,88.6525494,India,,1,Moderate
0,3664,88.96246818,Bhutan,IUCN_Ia,1,Moderate,,,,0,3664,88.96246818,Bhutan,IUCN_Ia,1,Moderate
,3935,98.44436566,China_fulgens,,0,Moderate,,,,,3935,98.44436566,China_fulgens,,0,Moderate
0.001531394,2572,81.51336835,Nepal,,1,Moderate,,,,0.001531394,2572,81.51336835,Nepal,,1,Moderate
0.055452865,3237,90.11833045,Bhutan,IUCN VI,1,Moderate,,,,0.055452865,3237,90.11833045,Bhutan,IUCN VI,1,Moderate
,2032,102.3353285,china_styani,,0,Moderate,,,,,2032,102.3353285,china_styani,,0,Moderate
0.07591623,2689,99.50940827,China_fulgens,,1,Low,,,,0.07591623,2689,99.50940827,China_fulgens,,1,Low
0,2775,93.1469106,India,,1,Low,,,,0,2775,93.1469106,India,,1,Low
0,4020,90.265205,Bhutan,IUCN II,1,Moderate,,,,0,4020,90.265205,Bhutan,IUCN II,1,Moderate
0.00125,3917,99.1442431,China_fulgens,,1,Low,,,,0.00125,3917,99.1442431,China_fulgens,,1,Low
,1880,91.35584959,Bhutan,,0,Low,,,,,1880,91.35584959,Bhutan,,0,Low
0.053333333,2979,98.72895195,China_fulgens,,1,Low,,,,0.053333333,2979,98.72895195,China_fulgens,,1,Low
0.002853067,4316,90.11374905,Bhutan,IUCN II,1,Moderate,,,,0.002853067,4316,90.11374905,Bhutan,IUCN II,1,Moderate
0.001132503,3403,95.65267126,India,,1,Moderate,,,,0.001132503,3403,95.65267126,India,,1,Moderate
,4096,97.23056205,China_fulgens,,0,Low,,,,,4096,97.23056205,China_fulgens,,0,Low
0,2958,98.60740989,Burma,,1,Moderate,,,,0,2958,98.60740989,Burma,,1,Moderate
0.243055556,3357,100.3540043,China_fulgens,,1,Low,,,,0.243055556,3357,100.3540043,China_fulgens,,1,Low
,5002,98.23227343,China_fulgens,,0,Low,,,,,5002,98.23227343,China_fulgens,,0,Low
0,3385,99.74548552,China_fulgens,,1,Moderate,,,,0,3385,99.74548552,China_fulgens,,1,Moderate
,4129,90.15632919,Bhutan,IUCN II,0,Moderate,,,,,4129,90.15632919,Bhutan,IUCN II,0,Moderate
0,2030,96.77754165,Burma,IUCN IV,1,Low,,,,0,2030,96.77754165,Burma,IUCN IV,1,Low
0.002120891,2477,102.1016767,china_styani,,1,Moderate,,,,0.002120891,2477,102.1016767,china_styani,,1,Moderate
0,2838,85.44340788,Nepal,IUCN II,1,Core,,,,0,2838,85.44340788,Nepal,IUCN II,1,Core
0.005797101,3207,102.4226447,china_styani,,1,Moderate,,,,0.005797101,3207,102.4226447,china_styani,,1,Moderate
0,2557,102.2682243,china_styani,,1,Low,,,,0,2557,102.2682243,china_styani,,1,Low
0.012646793,1595,103.306587,china_styani,,1,Low,,,,0.012646793,1595,103.306587,china_styani,,1,Low
,5037,95.17512685,China_fulgens,,0,Low,,,,,5037,95.17512685,China_fulgens,,0,Low
,2738,99.69805447,China_fulgens,,0,Low,,,,,2738,99.69805447,China_fulgens,,0,Low
0,3044,87.99040121,Nepal,,1,Moderate,,,,0,3044,87.99040121,Nepal,,1,Moderate
,2280,82.44177719,Nepal,,0,Moderate,,,,,2280,82.44177719,Nepal,,0,Moderate
0,3480,99.65008444,China_fulgens,,1,Moderate,,,,0,3480,99.65008444,China_fulgens,,1,Moderate
0,727,96.48217559,Burma,IUCN IV,1,Low,,,,0,727,96.48217559,Burma,IUCN IV,1,Low
0,2831,92.90948587,India,,1,Core,,,,0,2831,92.90948587,India,,1,Core
,1375,103.430285,china_styani,,0,Moderate,,,,,1375,103.430285,china_styani,,0,Moderate
0,2212,98.07057667,Burma,,1,Moderate,,,,0,2212,98.07057667,Burma,,1,Moderate
0.048007246,1774,102.9608254,china_styani,,1,Moderate,,,,0.048007246,1774,102.9608254,china_styani,,1,Moderate
,4120,102.954627,china_styani,,0,Moderate,,,,,4120,102.954627,china_styani,,0,Moderate
0,2058,98.33764581,Burma,,1,Core,,,,0,2058,98.33764581,Burma,,1,Core
0.121272366,3616,100.3001054,China_fulgens,,1,Low,,,,0.121272366,3616,100.3001054,China_fulgens,,1,Low
,3197,99.03375032,China_fulgens,,0,Low,,,,,3197,99.03375032,China_fulgens,,0,Low
0.001968504,1934,96.21456747,India,,1,Low,,,,0.001968504,1934,96.21456747,India,,1,Low
0,1893,84.91681546,Nepal,,1,Moderate,,,,0,1893,84.91681546,Nepal,,1,Moderate
,3208,100.8997308,China_fulgens,,0,Low,,,,,3208,100.8997308,China_fulgens,,0,Low
0,2591,96.90716855,India,,1,Moderate,,,,0,2591,96.90716855,India,,1,Moderate
0,1991,92.8634023,India,,1,Moderate,,,,0,1991,92.8634023,India,,1,Moderate
,3426,85.17148785,Nepal,,0,Core,,,,,3426,85.17148785,Nepal,,0,Core
,3400,82.31646221,Nepal,,0,Low,,,,,3400,82.31646221,Nepal,,0,Low
0,3970,94.85092486,China_fulgens,,1,Low,,,,0,3970,94.85092486,China_fulgens,,1,Low
,4167,97.83476891,Burma,IUCN II,0,Moderate,,,,,4167,97.83476891,Burma,IUCN II,0,Moderate
0.037906137,1458,103.4432207,china_styani,,1,Low,,,,0.037906137,1458,103.4432207,china_styani,,1,Low
,4434,99.90340935,China_fulgens,,0,Low,,,,,4434,99.90340935,China_fulgens,,0,Low
9.11E-04,2478,103.1888178,china_styani,,1,Core,,,,0.000910747,2478,103.1888178,china_styani,,1,Core
0,4029,93.91146674,China_fulgens,,1,Low,,,,0,4029,93.91146674,China_fulgens,,1,Low
0.002988048,3290,81.72034019,Nepal,,1,Moderate,,,,0.002988048,3290,81.72034019,Nepal,,1,Moderate
0,2361,81.41365535,Nepal,,1,Moderate,,,,0,2361,81.41365535,Nepal,,1,Moderate
,3864,97.57524563,China_fulgens,,0,Moderate,,,,,3864,97.57524563,China_fulgens,,0,Moderate
0.001015228,4179,99.65763029,China_fulgens,,1,Moderate,,,,0.001015228,4179,99.65763029,China_fulgens,,1,Moderate
,3572,98.44921657,China_fulgens,,0,Moderate,,,,,3572,98.44921657,China_fulgens,,0,Moderate
0,2002,97.13057956,Burma,IUCN IV,1,Low,,,,0,2002,97.13057956,Burma,IUCN IV,1,Low
0.091974752,1087,98.01074888,Burma,,1,Core,,,,0.091974752,1087,98.01074888,Burma,,1,Core
0,2127,92.98521385,India,,1,Core,,,,0,2127,92.98521385,India,,1,Core
,2269,103.0357449,china_styani,,0,Moderate,,,,,2269,103.0357449,china_styani,,0,Moderate
,4384,99.97886783,China_fulgens,,0,Low,,,,,4384,99.97886783,China_fulgens,,0,Low
,3839,87.39939958,China_fulgens,,0,Low,,,,,3839,87.39939958,China_fulgens,,0,Low
0,3453,98.75078101,China_fulgens,,1,LowModerate,,,,0,3453,98.75078101,China_fulgens,,1,LowModerate
,2938,102.3873409,china_styani,,0,Moderate,,,,,2938,102.3873409,china_styani,,0,Moderate
,3312,102.0935918,china_styani,,0,Moderate,,,,,3312,102.0935918,china_styani,,0,Moderate
,3076,100.1656276,China_fulgens,,0,Low,,,,,3076,100.1656276,China_fulgens,,0,Low
0.017821782,2800,100.715666,China_fulgens,,1,Low,,,,0.017821782,2800,100.715666,China_fulgens,,1,Low
,2771,81.98902629,Nepal,,0,Moderate,,,,,2771,81.98902629,Nepal,,0,Moderate
,2845,89.33922161,Bhutan,,0,Low,,,,,2845,89.33922161,Bhutan,,0,Low
0.009259259,2601,82.82553748,Nepal,,1,Low,,,,0.009259259,2601,82.82553748,Nepal,,1,Low
0.00308642,3397,98.46053534,China_fulgens,,1,Low,,,,0.00308642,3397,98.46053534,China_fulgens,,1,Low
0.015538291,3217,100.0230649,China_fulgens,,1,Moderate,,,,0.015538291,3217,100.0230649,China_fulgens,,1,Moderate
,3513,95.18644562,China_fulgens,,0,Low,,,,,3513,95.18644562,China_fulgens,,0,Low
0.028880866,1330,103.1144373,china_styani,,1,Low,,,,0.028880866,1330,103.1144373,china_styani,,1,Low
0,2014,90.49238894,Bhutan,IUCN II,1,Moderate,,,,0,2014,90.49238894,Bhutan,IUCN II,1,Moderate
,3635,84.1835207,Nepal,IUCN VI,0,Moderate,,,,,3635,84.1835207,Nepal,IUCN VI,0,Moderate
0.003921569,4363,94.06831259,China_fulgens,,1,Low,,,,0.003921569,4363,94.06831259,China_fulgens,,1,Low
,4062,92.89277721,China_fulgens,,0,Low,,,,,4062,92.89277721,China_fulgens,,0,Low
,3550,91.84174833,Bhutan,IUCN IV,0,Moderate,,,,,3550,91.84174833,Bhutan,IUCN IV,0,Moderate
0,2562,81.47321365,Nepal,,1,Moderate,,,,0,2562,81.47321365,Nepal,,1,Moderate
,4712,97.24053335,China_fulgens,,0,Low,,,,,4712,97.24053335,China_fulgens,,0,Low
0,2081,98.37537505,China_fulgens,,1,Moderate,,,,0,2081,98.37537505,China_fulgens,,1,Moderate
0.008595989,3370,82.05532196,Nepal,IUCN VI,1,Core,,,,0.008595989,3370,82.05532196,Nepal,IUCN VI,1,Core
,3297,103.2693967,china_styani,,0,Low,,,,,3297,103.2693967,china_styani,,0,Low
0,2790,92.16891475,India,,1,Moderate,,,,0,2790,92.16891475,India,,1,Moderate
0.139116203,3187,82.58272286,Nepal,,1,Low,,,,0.139116203,3187,82.58272286,Nepal,,1,Low
9.56E-04,2504,90.47029038,Bhutan,IUCN II,1,Moderate,,,,0.000956023,2504,90.47029038,Bhutan,IUCN II,1,Moderate
0,3173,102.8562615,china_styani,,1,Core,,,,0,3173,102.8562615,china_styani,,1,Core
,4120,97.88166097,Burma,IUCN II,0,Low,,,,,4120,97.88166097,Burma,IUCN II,0,Low
0.010968921,2254,99.67811188,China_fulgens,,1,Moderate,,,,0.010968921,2254,99.67811188,China_fulgens,,1,Moderate
0.016686532,3545,81.85697394,Nepal,,1,Moderate,,,,0.016686532,3545,81.85697394,Nepal,,1,Moderate
,2079,85.04994579,Nepal,,0,Core,,,,,2079,85.04994579,Nepal,,0,Core
0.013623978,2076,103.5725781,china_styani,,1,Low,,,,0.013623978,2076,103.5725781,china_styani,,1,Low
0.002631579,3907,99.78375375,China_fulgens,,1,Moderate,,,,0.002631579,3907,99.78375375,China_fulgens,,1,Moderate
,3303,97.05808552,China_fulgens,,0,Low,,,,,3303,97.05808552,China_fulgens,,0,Low
,5324,93.60963281,China_fulgens,,0,Low,,,,,5324,93.60963281,China_fulgens,,0,Low
0,2746,95.49798136,India,,1,Low,,,,0,2746,95.49798136,India,,1,Low
,3682,97.33593444,China_fulgens,,0,Low,,,,,3682,97.33593444,China_fulgens,,0,Low
,3505,98.74377415,China_fulgens,,0,Low,,,,,3505,98.74377415,China_fulgens,,0,Low
9.43E-04,2297,102.7403788,china_styani,,1,Low,,,,0.000943396,2297,102.7403788,china_styani,,1,Low
0,3420,102.9918173,china_styani,,1,Moderate,,,,0,3420,102.9918173,china_styani,,1,Moderate
0.012476008,2372,104.6311529,china_styani,,1,Low,,,,0.012476008,2372,104.6311529,china_styani,,1,Low
0.234714004,3276,99.82444744,China_fulgens,,1,Moderate,,,,0.234714004,3276,99.82444744,China_fulgens,,1,Moderate
0,3540,99.68080682,China_fulgens,,1,Moderate,,,,0,3540,99.68080682,China_fulgens,,1,Moderate
,3744,97.63480393,Burma,IUCN II,0,Low,,,,,3744,97.63480393,Burma,IUCN II,0,Low
,3148,100.9501263,China_fulgens,,0,Low,,,,,3148,100.9501263,China_fulgens,,0,Low
0,3943,97.16022397,China_fulgens,,1,Low,,,,0,3943,97.16022397,China_fulgens,,1,Low
0,2534,102.4248007,china_styani,,1,Core,,,,0,2534,102.4248007,china_styani,,1,Core
0,2619,94.20063443,India,,1,Low,,,,0,2619,94.20063443,India,,1,Low
,3262,98.96071729,China_fulgens,,0,Moderate,,,,,3262,98.96071729,China_fulgens,,0,Moderate
,2695,100.0314193,China_fulgens,,0,Low,,,,,2695,100.0314193,China_fulgens,,0,Low
0,3333,100.097176,China_fulgens,,1,Low,,,,0,3333,100.097176,China_fulgens,,1,Low
0,1621,83.58524272,Nepal,,1,Low,,,,0,1621,83.58524272,Nepal,,1,Low
0.017132552,1069,98.01775574,Burma,,1,Core,,,,0.017132552,1069,98.01775574,Burma,,1,Core
,2244,87.02830554,Nepal,IUCN VI,0,Core,,,,,2244,87.02830554,Nepal,IUCN VI,0,Core
,3757,82.10194452,Nepal,,0,Moderate,,,,,3757,82.10194452,Nepal,,0,Moderate
0,3393,102.307301,china_styani,,1,Moderate,,,,0,3393,102.307301,china_styani,,1,Moderate
0,2595,102.2388494,china_styani,,1,Low,,,,0,2595,102.2388494,china_styani,,1,Low
0.022222222,3901,98.71978913,China_fulgens,,1,Low,,,,0.022222222,3901,98.71978913,China_fulgens,,1,Low
,3581,85.28737052,Nepal,,0,Moderate,,,,,3581,85.28737052,Nepal,,0,Moderate
0.011560694,1019,91.30922703,India,,1,Moderate,,,,0.011560694,1019,91.30922703,India,,1,Moderate
0.042843233,2240,103.5200267,china_styani,,1,Low,,,,0.042843233,2240,103.5200267,china_styani,,1,Low
0.02122905,2284,89.9868171,Bhutan,,1,Low,,,,0.02122905,2284,89.9868171,Bhutan,,1,Low
,3437,86.68416095,Nepal,IUCN VI,0,Core,,,,,3437,86.68416095,Nepal,IUCN VI,0,Core
0.001803427,1784,102.5544276,china_styani,,1,Moderate,,,,0.001803427,1784,102.5544276,china_styani,,1,Moderate
,4522,98.96071729,China_fulgens,,0,Low,,,,,4522,98.96071729,China_fulgens,,0,Low
0,3030,100.5307927,China_fulgens,,1,Low,,,,0,3030,100.5307927,China_fulgens,,1,Low
,3296,99.71260718,China_fulgens,,0,Low,,,,,3296,99.71260718,China_fulgens,,0,Low
0,2045,103.603031,china_styani,,1,Low,,,,0,2045,103.603031,china_styani,,1,Low
,4617,94.27609291,China_fulgens,,0,Low,,,,,4617,94.27609291,China_fulgens,,0,Low
0.012658228,2291,99.6619422,China_fulgens,,1,Low,,,,0.012658228,2291,99.6619422,China_fulgens,,1,Low
,5126,93.65436891,China_fulgens,,0,Low,,,,,5126,93.65436891,China_fulgens,,0,Low
0.331150608,2709,90.02670229,Bhutan,IUCN II,1,Low,,,,0.331150608,2709,90.02670229,Bhutan,IUCN II,1,Low
,4212,94.17449346,China_fulgens,,0,Low,,,,,4212,94.17449346,China_fulgens,,0,Low
,3921,95.18294219,China_fulgens,,0,Moderate,,,,,3921,95.18294219,China_fulgens,,0,Moderate
,3899,99.10004599,China_fulgens,,0,Moderate,,,,,3899,99.10004599,China_fulgens,,0,Moderate
,2799,99.10570538,China_fulgens,,0,Low,,,,,2799,99.10570538,China_fulgens,,0,Low
0,3695,97.07695014,China_fulgens,,1,Low,,,,0,3695,97.07695014,China_fulgens,,1,Low
,1570,91.46822883,India,,0,Low,,,,,1570,91.46822883,India,,0,Low
0,3429,100.1664361,China_fulgens,,1,Low,,,,0,3429,100.1664361,China_fulgens,,1,Low
0,1809,98.25598895,Burma,,1,Core,,,,0,1809,98.25598895,Burma,,1,Core
,4317,102.5320595,china_styani,,0,Moderate,,,,,4317,102.5320595,china_styani,,0,Moderate
0.009149131,2213,102.9907393,china_styani,,1,Moderate,,,,0.009149131,2213,102.9907393,china_styani,,1,Moderate
0,2650,98.23712433,Burma,,1,Core,,,,0,2650,98.23712433,Burma,,1,Core
0,3384,94.50678028,China_fulgens,,1,Low,,,,0,3384,94.50678028,China_fulgens,,1,Low
,4027,103.1966332,china_styani,,0,Core,,,,,4027,103.1966332,china_styani,,0,Core
0,2850,98.13067397,Burma,,1,Moderate,,,,0,2850,98.13067397,Burma,,1,Moderate
,1901,85.00089777,Nepal,,0,Moderate,,,,,1901,85.00089777,Nepal,,0,Moderate
,4074,86.00907702,China_fulgens,,0,Core,,,,,4074,86.00907702,China_fulgens,,0,Core
0,1622,98.13363841,Burma,,1,Core,,,,0,1622,98.13363841,Burma,,1,Core
,2433,82.75466041,Nepal,,0,Moderate,,,,,2433,82.75466041,Nepal,,0,Moderate
,4307,95.70603118,China_fulgens,,0,Low,,,,,4307,95.70603118,China_fulgens,,0,Low
0,3132,100.791394,China_fulgens,,1,Low,,,,0,3132,100.791394,China_fulgens,,1,Low
0,2607,102.2868195,china_styani,,1,Moderate,,,,0,2607,102.2868195,china_styani,,1,Moderate
,3475,93.93033136,China_fulgens,,0,Low,,,,,3475,93.93033136,China_fulgens,,0,Low
,3392,99.78590971,China_fulgens,,0,Moderate,,,,,3392,99.78590971,China_fulgens,,0,Moderate
9.16E-04,2571,95.51657649,China_fulgens,,1,Low,,,,0.000915751,2571,95.51657649,China_fulgens,,1,Low
,1664,85.89400283,Nepal,,0,Moderate,,,,,1664,85.89400283,Nepal,,0,Moderate
,2118,82.86515319,Nepal,,0,Low,,,,,2118,82.86515319,Nepal,,0,Low
0.010192525,2626,89.99597991,Bhutan,,1,Low,,,,0.010192525,2626,89.99597991,Bhutan,,1,Low
,2699,100.1297848,China_fulgens,,0,Low,,,,,2699,100.1297848,China_fulgens,,0,Low
0,2225,96.2226523,India,,1,Low,,,,0,2225,96.2226523,India,,1,Low
0.083232811,3455,95.74807234,China_fulgens,,1,Low,,,,0.083232811,3455,95.74807234,China_fulgens,,1,Low
,3439,98.68071242,China_fulgens,,0,Moderate,,,,,3439,98.68071242,China_fulgens,,0,Moderate
0.03887689,2688,99.54821549,China_fulgens,,1,Low,,,,0.03887689,2688,99.54821549,China_fulgens,,1,Low
0,2702,93.76540068,India,,1,Low,,,,0,2702,93.76540068,India,,1,Low
0,3761,88.1399707,India,,1,Moderate,,,,0,3761,88.1399707,India,,1,Moderate
0.009174312,2160,99.75330086,China_fulgens,,1,Low,,,,0.009174312,2160,99.75330086,China_fulgens,,1,Low
0,2719,91.02005934,Bhutan,IUCN II,1,ModerateCore,,,,0,2719,91.02005934,Bhutan,IUCN II,1,ModerateCore
0.091891892,1598,91.42942161,India,,1,Moderate,,,,0.091891892,1598,91.42942161,India,,1,Moderate
,3512,91.04485284,China_fulgens,,0,Low,,,,,3512,91.04485284,China_fulgens,,0,Low
0,2730,98.17460158,Burma,,1,Core,,,,0,2730,98.17460158,Burma,,1,Core
9.02E-04,2204,98.0643783,Burma,IUCN II,1,Moderate,,,,0.000901713,2204,98.0643783,Burma,IUCN II,1,Moderate
,3611,99.73228029,China_fulgens,,0,Moderate,,,,,3611,99.73228029,China_fulgens,,0,Moderate
,1786,86.39876619,Nepal,,0,Moderate,,,,,1786,86.39876619,Nepal,,0,Moderate
0,1106,104.0962061,china_styani,,1,Low,,,,0,1106,104.0962061,china_styani,,1,Low
0,1962,103.8005705,china_styani,,1,Low,,,,0,1962,103.8005705,china_styani,,1,Low
0.005722461,1979,85.53826998,Nepal,IUCN VI,1,Core,,,,0.005722461,1979,85.53826998,Nepal,IUCN VI,1,Core
0,3466,100.1847617,China_fulgens,,1,Low,,,,0,3466,100.1847617,China_fulgens,,1,Low
0.020486556,1957,103.4890348,china_styani,,1,Low,,,,0.020486556,1957,103.4890348,china_styani,,1,Low
0,2594,104.0582074,china_styani,,1,Low,,,,0,2594,104.0582074,china_styani,,1,Low
,3402,95.82919021,India,IUCN IV,0,Core,,,,,3402,95.82919021,India,IUCN IV,0,Core
0.017291066,2621,86.59495825,Nepal,,1,Moderate,,,,0.017291066,2621,86.59495825,Nepal,,1,Moderate
0,3009,96.07281331,India,,1,Low,,,,0,3009,96.07281331,India,,1,Low
0,2278,94.11008425,India,,1,Core,,,,0,2278,94.11008425,India,,1,Core
0.001515152,3181,98.87717397,China_fulgens,,1,Low,,,,0.001515152,3181,98.87717397,China_fulgens,,1,Low
0.01599016,2799,99.4776079,China_fulgens,,1,Low,,,,0.01599016,2799,99.4776079,China_fulgens,,1,Low
,4130,98.87959942,China_fulgens,,0,Low,,,,,4130,98.87959942,China_fulgens,,0,Low
0,2346,103.6892693,china_styani,,1,Low,,,,0,2346,103.6892693,china_styani,,1,Low
0,3891,88.42671294,India,IUCN II,1,Core,,,,0,3891,88.42671294,India,IUCN II,1,Core
0,2428,98.30746241,Burma,IUCN IV,1,Moderate,,,,0,2428,98.30746241,Burma,IUCN IV,1,Moderate
,3708,98.03500339,Burma,IUCN II,0,Moderate,,,,,3708,98.03500339,Burma,IUCN II,0,Moderate
0,2638,99.09411711,China_fulgens,,1,Moderate,,,,0,2638,99.09411711,China_fulgens,,1,Moderate
0,3581,100.3187005,China_fulgens,,1,Low,,,,0,3581,100.3187005,China_fulgens,,1,Low
,4347,94.13892017,India,,0,Moderate,,,,,4347,94.13892017,India,,0,Moderate
0,3493,93.49887053,India,,1,Low,,,,0,3493,93.49887053,India,,1,Low
0,3241,93.63846873,India,,1,Low,,,,0,3241,93.63846873,India,,1,Low
0,2514,94.3364597,India,,1,Low,,,,0,2514,94.3364597,India,,1,Low
,2942,94.43186078,China_fulgens,,0,Low,,,,,2942,94.43186078,China_fulgens,,0,Low
0,3511,97.80674148,China_fulgens,,1,Low,,,,0,3511,97.80674148,China_fulgens,,1,Low
9.02E-04,994,104.1121063,china_styani,,1,Low,,,,0.000901713,994,104.1121063,china_styani,,1,Low
0,2358,98.34842559,China_fulgens,,1,Moderate,,,,0,2358,98.34842559,China_fulgens,,1,Moderate
,4541,98.98685826,China_fulgens,,0,Moderate,,,,,4541,98.98685826,China_fulgens,,0,Moderate
,3217,93.13936475,India,,0,Low,,,,,3217,93.13936475,India,,0,Low
,4092,81.62170517,Nepal,,0,Moderate,,,,,4092,81.62170517,Nepal,,0,Moderate
0,1969,104.5241635,china_styani,,1,Low,,,,0,1969,104.5241635,china_styani,,1,Low
0.018472906,3363,103.0395178,china_styani,,1,Moderate,,,,0.018472906,3363,103.0395178,china_styani,,1,Moderate
,3825,94.38469923,China_fulgens,,0,Low,,,,,3825,94.38469923,China_fulgens,,0,Low
,4846,93.50830284,China_fulgens,,0,Low,,,,,4846,93.50830284,China_fulgens,,0,Low
,3710,102.2779261,china_styani,,0,Moderate,,,,,3710,102.2779261,china_styani,,0,Moderate
0.003067485,2855,92.39448172,India,,1,Low,,,,0.003067485,2855,92.39448172,India,,1,Low
0,2034,98.327944,China_fulgens,,1,Moderate,,,,0,2034,98.327944,China_fulgens,,1,Moderate
0.014585232,1995,96.86404942,Burma,IUCN IV,1,Low,,,,0.014585232,1995,96.86404942,Burma,IUCN IV,1,Low
,1707,87.43551186,Nepal,,0,Moderate,,,,,1707,87.43551186,Nepal,,0,Moderate
,2225,100.122239,China_fulgens,,0,Moderate,,,,,2225,100.122239,China_fulgens,,0,Moderate
0.017681729,3541,101.9502207,china_styani,,1,Low,,,,0.017681729,3541,101.9502207,china_styani,,1,Low
,3401,90.02319886,Bhutan,IUCN II,0,Moderate,,,,,3401,90.02319886,Bhutan,IUCN II,0,Moderate
0,2927,100.2470149,China_fulgens,,1,Low,,,,0,2927,100.2470149,China_fulgens,,1,Low
0,2547,103.3338059,china_styani,,1,Low,,,,0,2547,103.3338059,china_styani,,1,Low
9.02E-04,1788,102.7481942,china_styani,,1,Moderate,,,,0.000901713,1788,102.7481942,china_styani,,1,Moderate
0.010288066,2823,99.33881819,China_fulgens,,1,Moderate,,,,0.010288066,2823,99.33881819,China_fulgens,,1,Moderate
